route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name,slug
133,1,NORMAL_133_Ma Na Pa To Wadgaonsheri (Via Anand Park)_Up-0540_0,Ma Na Pa To Wadgaonsheri (Via Anand Park),,1,,5046,,,133/13,1,1,133 - Ma Na Pa To Wadgaonsheri (Via Anand Park),133-ma-na-pa-to-wadgaonsheri-via-anand-park
133,1,NORMAL_133_Wadgaonsheri To Ma Na Pa (Via Anand Park)_Down-0630_0,Wadgaonsheri To Ma Na Pa (Via Anand Park),,0,,3199,,,133/13,2,2,133 - Wadgaonsheri To Ma Na Pa (Via Anand Park),133-wadgaonsheri-to-ma-na-pa-via-anand-park
310,1,NORMAL_310_Pune Station To Walhekarwadi_Up-0540_0,Pune Station To Walhekarwadi,,0,,4754,,,310/1,1,1,310 - Pune Station To Walhekarwadi,310-pune-station-to-walhekarwadi
310,1,NORMAL_310_Walhekarwadi To Pune Station_Down-0610_0,Walhekarwadi To Pune Station,,0,,4858,,,310/1,2,2,310 - Walhekarwadi To Pune Station,310-walhekarwadi-to-pune-station
311,1,NORMAL_311_Pune Station To Pimprigaon_Up-0600_0,Pune Station To Pimprigaon,,0,,4859,,,311/1,1,1,311 - Pune Station To Pimprigaon,311-pune-station-to-pimprigaon
323,1,NORMAL_323_Gharkul To PMC_Up-0545_0,Gharkul To PMC,,0,,4768,,,323/5,1,1,323 - Gharkul To PMC,323-gharkul-to-pmc
323,1,NORMAL_323_PMC To Gharkul_Down-0745_0,PMC To Gharkul,,0,,4769,,,323/5,3,3,323 - PMC To Gharkul,323-pmc-to-gharkul
12,1,NORMAL_12_Upper Depot To Bhakti Shakti_Up-0730_0,Upper Depot To Bhakti Shakti,,0,,4834,,,12-Jun,1,1,12 - Upper Depot To Bhakti Shakti,12-upper-depot-to-bhakti-shakti
159,1,NORMAL_159_Ma Na Pa To Talegaon Dhamdhere_UP-0710_0,Ma Na Pa To Talegaon Dhamdhere,,0,,5054,,,159/15,1,1,159 - Ma Na Pa To Talegaon Dhamdhere,159-ma-na-pa-to-talegaon-dhamdhere
159,1,NORMAL_159_Ma Na Pa To Kasturi Shikshan Sanstha_UP-0730_0,Ma Na Pa To Kasturi Shikshan Sanstha,,1,,5055,,,159/17,1,1,159 - Ma Na Pa To Kasturi Shikshan Sanstha,159-ma-na-pa-to-kasturi-shikshan-sanstha
159,1,NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-0615_0,Talegaon Dhamdhere To Ma Na Pa,,0,,5053,,,159/1,1,1,159 - Talegaon Dhamdhere To Ma Na Pa,159-talegaon-dhamdhere-to-ma-na-pa
159,1,NORMAL_159_Kasturi Shikshan Sanstha To Ma Na Pa_Down-0900_0,Kasturi Shikshan Sanstha To Ma Na Pa,,1,,5056,,,159/17,2,2,159 - Kasturi Shikshan Sanstha To Ma Na Pa,159-kasturi-shikshan-sanstha-to-ma-na-pa
159,1,NORMAL_159_Ma Na Pa To Koregaon Bhima_Up-0515_0,Ma Na Pa To Koregaon Bhima,,0,,3329,,,159/25,1,1,159 - Ma Na Pa To Koregaon Bhima,159-ma-na-pa-to-koregaon-bhima
159,1,NORMAL_159_Koregaon Bhima To Ma Na Pa_Down-0630_0,Koregaon Bhima To Ma Na Pa,,0,,3332,,,159/25,2,2,159 - Koregaon Bhima To Ma Na Pa,159-koregaon-bhima-to-ma-na-pa
376,1,NORMAL_376_Bhakti Shakti To Sambhaji Nagar_Up-0530_0,Bhakti Shakti To Sambhaji Nagar,,1,,3926,,,376/16,1,1,376 - Bhakti Shakti To Sambhaji Nagar,376-bhakti-shakti-to-sambhaji-nagar
376,1,NORMAL_376_Sambhajinagar To Katraj_Down-0545_0,Sambhajinagar To Katraj,,1,,4839,,,376/16,2,2,376 - Sambhajinagar To Katraj,376-sambhajinagar-to-katraj
376,1,NORMAL_376_Katraj To Sambhajinagar_Up-0730_0,Katraj To Sambhajinagar,,1,,4801,,,376/16,3,3,376 - Katraj To Sambhajinagar,376-katraj-to-sambhajinagar
376,1,NORMAL_376_Sambhaji Nagar To Bhakti Shakti_Down-1340_0,Sambhaji Nagar To Bhakti Shakti,,1,,3927,,,376/16,6,6,376 - Sambhaji Nagar To Bhakti Shakti,376-sambhaji-nagar-to-bhakti-shakti
376,1,NORMAL_376_Bhakti Shakti To Katraj (Vai YCM)_Down-0610_0,Bhakti Shakti To Katraj (Vai YCM),,0,,4802,,,376/1,1,1,376 - Bhakti Shakti To Katraj (Vai YCM),376-bhakti-shakti-to-katraj-vai-ycm
376,1,NORMAL_376_Katraj To Bhakti Shakti_Up-0755_0,Katraj To Bhakti Shakti,,0,,4803,,,376/1,2,2,376 - Katraj To Bhakti Shakti,376-katraj-to-bhakti-shakti
376,1,NORMAL_376_Bhakti Shakti To Warje Malwadi_Down-0805_0,Bhakti Shakti To Warje Malwadi,,1,,4805,,,376/10,2,1,376 - Bhakti Shakti To Warje Malwadi,376-bhakti-shakti-to-warje-malwadi
376,1,NORMAL_376_Bhakti Shakti To Shewalwadi_Down-0515_0,Bhakti Shakti To Shewalwadi,,1,,4807,,,376/11,1,1,376 - Bhakti Shakti To Shewalwadi,376-bhakti-shakti-to-shewalwadi
376,1,NORMAL_376_Shewalwadi To Bhakti Shakti_Up-0645_0,Shewalwadi To Bhakti Shakti,,1,,4806,,,376/11,2,2,376 - Shewalwadi To Bhakti Shakti,376-shewalwadi-to-bhakti-shakti
21,1,NORMAL_21_Swargate To Pimple Nilakh_Up-0600_0,Swargate To Pimple Nilakh,,0,,4281,,,21-Nov,1,1,21 - Swargate To Pimple Nilakh,21-swargate-to-pimple-nilakh
21,1,NORMAL_21_Pimple Nilakh To Swargate_Down-0700_0,Pimple Nilakh To Swargate,,0,,4284,,,21-Nov,2,2,21 - Pimple Nilakh To Swargate,21-pimple-nilakh-to-swargate
11,1,NORMAL_11_Katraj To Pimple gurav_Up-0645_0,Katraj To Pimple gurav,,0,,2952,,,Nov-17,1,1,11 - Katraj To Pimple gurav,11-katraj-to-pimple-gurav
11,1,NORMAL_11_Pimple gurav To Katraj_Down-0800_0,Pimple gurav To Katraj,,0,,2870,,,Nov-17,2,2,11 - Pimple gurav To Katraj,11-pimple-gurav-to-katraj
13,1,NORMAL_13_Upper Depot To Swargate_Up-0800_0,Upper Depot To Swargate,,1,,5228,,,13/20,1,1,13 - Upper Depot To Swargate,13-upper-depot-to-swargate
13,1,NORMAL_13_Swargate To Upper Depot_Down-0830_0,Swargate To Upper Depot,,1,,5229,,,13/20,2,2,13 - Swargate To Upper Depot,13-swargate-to-upper-depot
336,1,NORMAL_336_Pimpri Depot To Bhakti Shakti_Up-0515_0,Pimpri Depot To Bhakti Shakti,,1,,5057,,,336/1,1,1,336 - Pimpri Depot To Bhakti Shakti,336-pimpri-depot-to-bhakti-shakti
363A,1,NORMAL_363A_Nigdi To Kiwalegaon_Up-1050_0,Nigdi To Kiwalegaon,,0,,3956,,,363/1,9,9,363A - Nigdi To Kiwalegaon,363a-nigdi-to-kiwalegaon
336,1,NORMAL_336_Bhakti Shakti To Pimpri Depot_Down-2105_0,Bhakti Shakti To Pimpri Depot,,1,,5058,,,336/1,10,5,336 - Bhakti Shakti To Pimpri Depot,336-bhakti-shakti-to-pimpri-depot
53,1,NORMAL_53_Mandai Stand To DSK Vishwa_Up-0530_0,Mandai Stand To DSK Vishwa,,0,,4196,,,53/1,1,1,53 - Mandai Stand To DSK Vishwa,53-mandai-stand-to-dsk-vishwa
53,1,NORMAL_53_DSK Vishwa To Mandai Stand_Down-0620_0,DSK Vishwa To Mandai Stand,,0,,4198,,,53/1,2,2,53 - DSK Vishwa To Mandai Stand,53-dsk-vishwa-to-mandai-stand
193,1,NORMAL_193_Hadapsar Gadital To Uruli Kanchan_Up-0600_0,Hadapsar Gadital To Uruli Kanchan,,0,,3651,,,193/1,1,1,193 - Hadapsar Gadital To Uruli Kanchan,193-hadapsar-gadital-to-uruli-kanchan
13,1,NORMAL_13_Upper Depot To Shivajinagar (Ladies Sp)_Up-0740_0,Upper Depot To Shivajinagar (Ladies Sp),,1,,5042,,,13-Apr,1,1,13 - Upper Depot To Shivajinagar (Ladies Sp),13-upper-depot-to-shivajinagar-ladies-sp
13,1,NORMAL_13_Shivajinagar To Upper Depot (Ladies Sp)_Down-0835_0,Shivajinagar To Upper Depot (Ladies Sp),,1,,5043,,,13-Apr,2,2,13 - Shivajinagar To Upper Depot (Ladies Sp),13-shivajinagar-to-upper-depot-ladies-sp
323B,1,NORMAL_323B_Chikhali To Nehrunagar Depo_Down-2045_0,Chikhali To Nehrunagar Depo,,0,,3964,,,355/2,20,10,323B - Chikhali To Nehrunagar Depo,323b-chikhali-to-nehrunagar-depo
183,1,NORMAL_183_Hadapsar Gadital To Kolawadi Via Theur_Up-0525_0,Hadapsar Gadital To Kolawadi Via Theur,,1,,5014,,,183/1,1,1,183 - Hadapsar Gadital To Kolawadi Via Theur,183-hadapsar-gadital-to-kolawadi-via-theur
183,1,NORMAL_183_Kolawadi To Hadapsar Gadital Via Theur_Down-0610_0,Kolawadi To Hadapsar Gadital Via Theur,,1,,5015,,,183/1,2,2,183 - Kolawadi To Hadapsar Gadital Via Theur,183-kolawadi-to-hadapsar-gadital-via-theur
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-0700_0,Hadapsar Gadital To Theur,,0,,3672,,,183/1,3,3,183 - Hadapsar Gadital To Theur,183-hadapsar-gadital-to-theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-0745_0,Theur To Hadapsar Gadital,,0,,3888,,,183/1,4,4,183 - Theur To Hadapsar Gadital,183-theur-to-hadapsar-gadital
51,1,NORMAL_51_Shivajinagar To Dhayari Maruti Mandi_Up-0500_0,Shivajinagar To Dhayari Maruti Mandi,,0,,3565,,,51/1,1,1,51 - Shivajinagar To Dhayari Maruti Mandi,51-shivajinagar-to-dhayari-maruti-mandi
51,1,NORMAL_51_Dhayari Maruti Mandi To Shivajinagar_Down-0545_0,Dhayari Maruti Mandi To Shivajinagar,,0,,3566,,,51/1,2,2,51 - Dhayari Maruti Mandi To Shivajinagar,51-dhayari-maruti-mandi-to-shivajinagar
51,1,NORMAL_51_Shivajinagar To DSK Vishwa_Up-0530_0,Shivajinagar To DSK Vishwa,,1,,5069,,,51/2,1,1,51 - Shivajinagar To DSK Vishwa,51-shivajinagar-to-dsk-vishwa
51,1,NORMAL_51_DSK Vishwa To Shivajinagar_Down-0615_0,DSK Vishwa To Shivajinagar,,1,,5070,,,51/2,2,2,51 - DSK Vishwa To Shivajinagar,51-dsk-vishwa-to-shivajinagar
329,1,NORMAL_329_Nigdi To Dehugaon Via Dehuroad_Up-0520_0,Nigdi To Dehugaon Via Dehuroad,,1,,5176,,,329/1,1,1,329 - Nigdi To Dehugaon Via Dehuroad,329-nigdi-to-dehugaon-via-dehuroad
329,1,NORMAL_329_Dehugaon To Nigdi Via Dehuroad_Down-0600_0,Dehugaon To Nigdi Via Dehuroad,,1,,5177,,,329/1,2,2,329 - Dehugaon To Nigdi Via Dehuroad,329-dehugaon-to-nigdi-via-dehuroad
323,1,NORMAL_323_Chikhali To Ma Na Pa_Down-2245_1,Chikhali To Ma Na Pa,,0,,4767,,,323/2,13,6,323 - Chikhali To Ma Na Pa,323-chikhali-to-ma-na-pa
AC2_45,6,NORMAL_AC2_Nigdi To Hadapsar Gadital_Down-2010_0,Nigdi To Hadapsar Gadital,,1,,4384,,,AC2/1,8,4,AC2_45 - Nigdi To Hadapsar Gadital,ac2-45-nigdi-to-hadapsar-gadital
276,1,NORMAL_276_Warje Malawadi To Chinchwad Gaon Up_Up-0525_0,Warje Malawadi To Chinchwad Gaon Up,,0,,3285,,,276/1,1,1,276 - Warje Malawadi To Chinchwad Gaon Up,276-warje-malawadi-to-chinchwad-gaon-up
276,1,NORMAL_276_Chinchwad Gaon to Warje Malawadi_Down-0650_0,Chinchwad Gaon to Warje Malawadi,,0,,3289,,,276/1,2,2,276 - Chinchwad Gaon to Warje Malawadi,276-chinchwad-gaon-to-warje-malawadi
103M,1,NORMAL_103M_Katraj To MIT College_Up-1635_0,Katraj To MIT College,,0,,3806,,,103/5,10,2,103M - Katraj To MIT College,103m-katraj-to-mit-college
365_51,1,NORMAL_365_Hinjawadi Maan Phase 3 To Vadgaon Mawal_Up-0635_0,Hinjawadi Maan Phase 3 To Vadgaon Mawal,,1,,4448,,,365/1,2,2,365_51 - Hinjawadi Maan Phase 3 To Vadgaon Mawal,365-51-hinjawadi-maan-phase-3-to-vadgaon-mawal
365_51,1,NORMAL_365_Vadgaon Mawal To Hinjawadi Maan Phase 3_Down-0810_0,Vadgaon Mawal To Hinjawadi Maan Phase 3,,1,,4447,,,365/1,3,3,365_51 - Vadgaon Mawal To Hinjawadi Maan Phase 3,365-51-vadgaon-mawal-to-hinjawadi-maan-phase-3
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0545_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,1,1,10 - Swargate To Keshavnagar,10-swargate-to-keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0640_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,2,2,10 - Keshavnagar To Swargate,10-keshavnagar-to-swargate
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0530_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/1,1,1,132 - Ma Na Pa To Shubham Society Nagar Road,132-ma-na-pa-to-shubham-society-nagar-road
132,1,NORMAL_132_Manapa To Wadgaonsheri via Shubham_UP-0655_0,Manapa To Wadgaonsheri via Shubham,,0,,4121,,,132/6,1,1,132 - Manapa To Wadgaonsheri via Shubham,132-manapa-to-wadgaonsheri-via-shubham
2H,1,NORMAL_2H_Sachchai Mata Mandir To Shivajinagar_Down-1635_0,Sachchai Mata Mandir To Shivajinagar,,0,,3498,,,02-Dec,8,2,2H - Sachchai Mata Mandir To Shivajinagar,2h-sachchai-mata-mandir-to-shivajinagar
49,1,NORMAL_49_Khanapur To Pune Station_Down-0600_0,Khanapur To Pune Station,,0,,3561,,,49/1,1,1,49 - Khanapur To Pune Station,49-khanapur-to-pune-station
49,1,NORMAL_49_Pune Station To Khanapur_Up-0715_0,Pune Station To Khanapur,,0,,3558,,,49/1,2,2,49 - Pune Station To Khanapur,49-pune-station-to-khanapur
145A,1,NORMAL_145A_Pune Station To D2 Circle_Up-0530_0,Pune Station To D2 Circle,,0,,3750,,,145/1,1,1,145A - Pune Station To D2 Circle,145a-pune-station-to-d2-circle
145A,1,NORMAL_145A_D2 Circle To Pune Station_Down-0640_0,D2 Circle To Pune Station,,0,,3751,,,145/1,2,2,145A - D2 Circle To Pune Station,145a-d2-circle-to-pune-station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-1120_0,Pune Station To NDA Gol Market,,0,,3572,,,145/1,5,5,145 - Pune Station To NDA Gol Market,145-pune-station-to-nda-gol-market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-1230_0,NDA Golmarket To Pune Station,,0,,3573,,,145/1,6,6,145 - NDA Golmarket To Pune Station,145-nda-golmarket-to-pune-station
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0445_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/1,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata,vjr2-49-warje-malwadi-to-kesnand-phata
146,1,NORMAL_146_Pune Station To Niljyoti Society_Up-0730_0,Pune Station To Niljyoti Society,,1,,3874,,,146/3,1,1,146 - Pune Station To Niljyoti Society,146-pune-station-to-niljyoti-society
146,1,NORMAL_146_Niljyoti Society To Pune Station_Down-0810_0,Niljyoti Society To Pune Station,,1,,3875,,,146/3,2,2,146 - Niljyoti Society To Pune Station,146-niljyoti-society-to-pune-station
146,1,NORMAL_146_Pune Station To Gokhalenagar_Up-2135_0,Pune Station To Gokhalenagar,,0,,3876,,,146/3,19,9,146 - Pune Station To Gokhalenagar,146-pune-station-to-gokhalenagar
146,1,NORMAL_146_Gokhalenagar To Pune Station_Down-2210_0,Gokhalenagar To Pune Station,,0,,3877,,,146/3,20,10,146 - Gokhalenagar To Pune Station,146-gokhalenagar-to-pune-station
361,1,NORMAL_361_Bhosari Terminal To Alandi_Down-0600_0,Bhosari Terminal To Alandi,,0,,3911,,,257/1,1,1,361 - Bhosari Terminal To Alandi,361-bhosari-terminal-to-alandi
257,1,NORMAL_257_Alandi To Kesnand Phata via Markal_Down-0630_0,Alandi To Kesnand Phata via Markal,,1,,3239,,,257/1,2,2,257 - Alandi To Kesnand Phata via Markal,257-alandi-to-kesnand-phata-via-markal
257,1,NORMAL_257_Kesnand Phata To Alandi via Markal_Up-0730_0,Kesnand Phata To Alandi via Markal,,1,,3435,,,257/1,3,3,257 - Kesnand Phata To Alandi via Markal,257-kesnand-phata-to-alandi-via-markal
2J,1,NORMAL_2J_Katraj To Bhilarewadi_Up-0620_0,Katraj To Bhilarewadi,,0,,3476,,,Feb-15,1,1,2J - Katraj To Bhilarewadi,2j-katraj-to-bhilarewadi
2,1,NORMAL_2_Bhilarewadi To Shivaji nagar_Up-0640_0,Bhilarewadi To Shivaji nagar,,0,,2495,,,Feb-15,2,2,2 - Bhilarewadi To Shivaji nagar,2-bhilarewadi-to-shivaji-nagar
2,1,NORMAL_2_Shivaji nagar To Bhilarewadi_Down-0740_0,Shivaji nagar To Bhilarewadi,,0,,2929,,,Feb-15,3,3,2 - Shivaji nagar To Bhilarewadi,2-shivaji-nagar-to-bhilarewadi
2J,1,NORMAL_2J_Bhilarewadi To Katraj_Down-1340_0,Bhilarewadi To Katraj,,0,,3478,,,Feb-15,8,8,2J - Bhilarewadi To Katraj,2j-bhilarewadi-to-katraj
VJR2_49,1,NORMAL_VJR2_Kesnand Phata To Warje Malwadi_Down-0615_0,Kesnand Phata To Warje Malwadi,,0,,3358,,,VJR 2/1,2,2,VJR2_49 - Kesnand Phata To Warje Malwadi,vjr2-49-kesnand-phata-to-warje-malwadi
331,1,NORMAL_331_Bhosari To Rahatnigaon_Up-1630_0,Bhosari To Rahatnigaon,,0,,3851,,,331/4,14,3,331 - Bhosari To Rahatnigaon,331-bhosari-to-rahatnigaon
132,1,NORMAL_132_Shubham Society Nagar Road To Ma Na Pa_Down-0615_0,Shubham Society Nagar Road To Ma Na Pa,,0,,3174,,,132/1,2,2,132 - Shubham Society Nagar Road To Ma Na Pa,132-shubham-society-nagar-road-to-ma-na-pa
132,1,NORMAL_132_Wadgaonsheri via Shubham To  Manapa_Down-0740_0,Wadgaonsheri via Shubham To  Manapa,,0,,4126,,,132/6,2,2,132 - Wadgaonsheri via Shubham To  Manapa,132-wadgaonsheri-via-shubham-to-manapa
133,1,NORMAL_133_Ma Na Pa To Anand Park_Up-1210_0,Ma Na Pa To Anand Park,,0,,3200,,,133/3,5,5,133 - Ma Na Pa To Anand Park,133-ma-na-pa-to-anand-park
148A,1,NORMAL_148A_Bhekarai Depot To Bhosari Terminal_Up-0545_0,Bhekarai Depot To Bhosari Terminal,,1,,3153,,,148/13,1,1,148A - Bhekarai Depot To Bhosari Terminal,148a-bhekarai-depot-to-bhosari-terminal
148A,1,NORMAL_148A_Bhosari Terminal To Bhekarai Depot_Down-0745_0,Bhosari Terminal To Bhekarai Depot,,1,,3839,,,148/13,2,2,148A - Bhosari Terminal To Bhekarai Depot,148a-bhosari-terminal-to-bhekarai-depot
302D,1,NORMAL_302D_Nehrunagar Depo To Pimprigaon_Up-0515_0,Nehrunagar Depo To Pimprigaon,,0,,4436,,,326/1,1,1,302D - Nehrunagar Depo To Pimprigaon,302d-nehrunagar-depo-to-pimprigaon
326,1,NORMAL_326_Chikhali To Pimprigaon_Down-0600_0,Chikhali To Pimprigaon,,0,,3974,,,326/1,3,3,326 - Chikhali To Pimprigaon,326-chikhali-to-pimprigaon
326A,1,NORMAL_326A_Chikhali To Nehrunagar Depo_Down-2100_0,Chikhali To Nehrunagar Depo,,0,,3972,,,326/1,21,10,326A - Chikhali To Nehrunagar Depo,326a-chikhali-to-nehrunagar-depo
326A,1,NORMAL_326A_Nehrunagar Depo To Chikhali_Up-0550_0,Nehrunagar Depo To Chikhali,,0,,3971,,,326/2,1,1,326A - Nehrunagar Depo To Chikhali,326a-nehrunagar-depo-to-chikhali
130,1,NORMAL_130_Yewalewadi To Shivajinagar_Up-0625_0,Yewalewadi To Shivajinagar,,0,,3445,,,130/2,1,1,130 - Yewalewadi To Shivajinagar,130-yewalewadi-to-shivajinagar
130,1,NORMAL_130_Shivajinagar To Yewalewadi_Down-1020_0,Shivajinagar To Yewalewadi,,0,,3447,,,130/2,5,5,130 - Shivajinagar To Yewalewadi,130-shivajinagar-to-yewalewadi
130A,1,NORMAL_130A_Yewalewadi To Katraj_Down-1420_0,Yewalewadi To Katraj,,0,,3456,,,130/2,8,8,130A - Yewalewadi To Katraj,130a-yewalewadi-to-katraj
130A,1,NORMAL_130A_Katraj To Yewalewadi_Up-1610_0,Katraj To Yewalewadi,,0,,3455,,,130/2,9,1,130A - Katraj To Yewalewadi,130a-katraj-to-yewalewadi
17A,1,NORMAL_17A_Natraj Stand To Narhegaon_Up-0530_0,Natraj Stand To Narhegaon,,1,,3769,,,17-Jan,1,1,17A - Natraj Stand To Narhegaon,17a-natraj-stand-to-narhegaon
17,1,NORMAL_17_Narhegaon To Shaniwarwada_Down-0615_0,Narhegaon To Shaniwarwada,,0,,2327,,,17-Jan,2,2,17 - Narhegaon To Shaniwarwada,17-narhegaon-to-shaniwarwada
17,1,NORMAL_17_Shaniwarwada To Narhegaon_Up-0715_0,Shaniwarwada To Narhegaon,,0,,3553,,,17-Jan,3,3,17 - Shaniwarwada To Narhegaon,17-shaniwarwada-to-narhegaon
17A,1,NORMAL_17A_Narhegaon To Natraj Stand_Down-2150_0,Narhegaon To Natraj Stand,,1,,3771,,,17-Jan,14,6,17A - Narhegaon To Natraj Stand,17a-narhegaon-to-natraj-stand
143A,1,NORMAL_143A_Galinde Path To Pune Station (Vai Nal Stop)_Up-0615_0,Galinde Path To Pune Station (Vai Nal Stop),,0,,3754,,,143/4,1,1,143A - Galinde Path To Pune Station (Vai Nal Stop),143a-galinde-path-to-pune-station-vai-nal-stop
143A,1,NORMAL_143A_Pune Station To Galinde Path (Vai Nal Stop)_Down-0705_0,Pune Station To Galinde Path (Vai Nal Stop),,0,,3752,,,143/4,2,2,143A - Pune Station To Galinde Path (Vai Nal Stop),143a-pune-station-to-galinde-path-vai-nal-stop
331,1,NORMAL_331_Rahatnigaon To Bhosari_Down-0800_0,Rahatnigaon To Bhosari,,0,,3852,,,331/1,3,3,331 - Rahatnigaon To Bhosari,331-rahatnigaon-to-bhosari
304A,1,NORMAL_304A_Bhosari To Nehrunagar Depo_Down-2105_0,Bhosari To Nehrunagar Depo,,0,,4046,,,331/1,18,9,304A - Bhosari To Nehrunagar Depo,304a-bhosari-to-nehrunagar-depo
13A,1,NORMAL_13A_Shivajinagar To VIT College_Down-0715_0,Shivajinagar To VIT College,,0,,3749,,,13/16,2,2,13A - Shivajinagar To VIT College,13a-shivajinagar-to-vit-college
13A,1,NORMAL_13A_VIT College To Shivajinagar_Up-0810_0,VIT College To Shivajinagar,,0,,4575,,,13/16,3,3,13A - VIT College To Shivajinagar,13a-vit-college-to-shivajinagar
19D,1,NORMAL_19D_Shivajinagar To Trinity College_Down-1505_0,Shivajinagar To Trinity College,,0,,3440,,,19-Jun,9,1,19D - Shivajinagar To Trinity College,19d-shivajinagar-to-trinity-college
19D,1,NORMAL_19D_Trinity College To Shivajinagar_Up-1620_0,Trinity College To Shivajinagar,,0,,3429,,,19-Jun,10,2,19D - Trinity College To Shivajinagar,19d-trinity-college-to-shivajinagar
354,1,NORMAL_354_Pimprigaon To Marketyard_Down-0530_0,Pimprigaon To Marketyard,,0,,3998,,,354/1,2,2,354 - Pimprigaon To Marketyard,354-pimprigaon-to-marketyard
354,1,NORMAL_354_Marketyard To Pimprigaon_Up-0710_0,Marketyard To Pimprigaon,,0,,3997,,,354/1,3,3,354 - Marketyard To Pimprigaon,354-marketyard-to-pimprigaon
354,1,NORMAL_354_Marketyard To Pimpri Road_Down-0800_0,Marketyard To Pimpri Road,,0,,4001,,,354/10,2,2,354 - Marketyard To Pimpri Road,354-marketyard-to-pimpri-road
354,1,NORMAL_354_Pimpri Road To Marketyard_Up-0940_0,Pimpri Road To Marketyard,,0,,4000,,,354/10,3,3,354 - Pimpri Road To Marketyard,354-pimpri-road-to-marketyard
30,1,NORMAL_30_Marketyard To Ghotawade Phata_Up-0500_0,Marketyard To Ghotawade Phata,,0,,2854,,,30-Jan,1,1,30 - Marketyard To Ghotawade Phata,30-marketyard-to-ghotawade-phata
30,1,NORMAL_30_Ghotawade Phata To Marketyard_Down-0630_0,Ghotawade Phata To Marketyard,,0,,2813,,,30-Jan,2,2,30 - Ghotawade Phata To Marketyard,30-ghotawade-phata-to-marketyard
84B,1,NORMAL_84B_Kothrud Stand To Sangrun_Up-0520_0,Kothrud Stand To Sangrun,,0,,2378,,,84/1,1,1,84B - Kothrud Stand To Sangrun,84b-kothrud-stand-to-sangrun
84,1,NORMAL_84_Sangrun To Deccan Gymkhana_Down-0635_0,Sangrun To Deccan Gymkhana,,0,,2868,,,84/1,2,2,84 - Sangrun To Deccan Gymkhana,84-sangrun-to-deccan-gymkhana
84,1,NORMAL_84_Deccan Gymkhana To Sangrun_Up-0805_0,Deccan Gymkhana To Sangrun,,0,,2233,,,84/1,3,3,84 - Deccan Gymkhana To Sangrun,84-deccan-gymkhana-to-sangrun
198,1,NORMAL_198_Hadapsar Gadital To Railway Crossing Manjri_Up-0550_0,Hadapsar Gadital To Railway Crossing Manjri,,1,,5198,,,198/1,1,1,198 - Hadapsar Gadital To Railway Crossing Manjri,198-hadapsar-gadital-to-railway-crossing-manjri
198,1,NORMAL_198_Railway Crossing Manjri To Hadapsar Gadital_Down-0630_0,Railway Crossing Manjri To Hadapsar Gadital,,1,,5204,,,198/1,2,2,198 - Railway Crossing Manjri To Hadapsar Gadital,198-railway-crossing-manjri-to-hadapsar-gadital
133,1,NORMAL_133_Anand Park To Ma Na Pa_Down-0620_0,Anand Park To Ma Na Pa,,0,,3201,,,133/1,2,2,133 - Anand Park To Ma Na Pa,133-anand-park-to-ma-na-pa
133,1,NORMAL_133_Sainathnagar Coloumbia Hospital To Ma Na Pa Dengle Pul 2_Down-2330_0,Sainathnagar Coloumbia Hospital To Ma Na Pa Dengle Pul 2,,1,,4581,,,133/3,16,8,133 - Sainathnagar Coloumbia Hospital To Ma Na Pa Dengle Pul 2,133-sainathnagar-coloumbia-hospital-to-ma-na-pa-dengle-pul-2
61,1,NORMAL_61_Nasrapur To Swargate_Down-0630_0,Nasrapur To Swargate,,0,,2357,,,61/1,1,1,61 - Nasrapur To Swargate,61-nasrapur-to-swargate
61,1,NORMAL_61_Swargate To Nasrapur_Up-0745_0,Swargate To Nasrapur,,0,,2255,,,61/1,2,2,61 - Swargate To Nasrapur,61-swargate-to-nasrapur
341,1,NORMAL_341_Mohannagar to Ma Na Pa_Down-0715_0,Mohannagar to Ma Na Pa,,0,,3307,,,341/1,1,1,341 - Mohannagar to Ma Na Pa,341-mohannagar-to-ma-na-pa
341,1,NORMAL_341_Ma Na Pa To Mohannagar_Up-0830_0,Ma Na Pa To Mohannagar,,0,,3305,,,341/1,3,3,341 - Ma Na Pa To Mohannagar,341-ma-na-pa-to-mohannagar
345,1,NORMAL_345_Nigdi To Thergaon_Down-0530_0,Nigdi To Thergaon,,1,,4283,,,345/1,1,1,345 - Nigdi To Thergaon,345-nigdi-to-thergaon
