route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0740_0,Katraj To Bhakti Shakti,,0,,4810,,,42/10,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2010_0,Bhakti Shakti To Katraj,,0,,4811,,,42/5,8,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1750_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/1,10,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0655_0,Katraj To Bhakti Shakti,,0,,4810,,,42/7,1,1,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1440_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/3,7,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0940_0,Bhakti Shakti To Katraj,,0,,4811,,,42/11,2,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0715_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/1,3,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1755_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/4,9,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2200_0,Bhakti Shakti To Katraj,,0,,4811,,,42/12,8,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0610_0,Katraj To Bhakti Shakti,,0,,4810,,,42/4,1,1,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1340_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/1,7,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1210_0,Katraj To Bhakti Shakti,,0,,4810,,,42/17,4,4,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1650_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/2,9,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1830_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/5,7,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1005_0,Bhakti Shakti To Katraj,,0,,4811,,,42/12,2,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0530_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/2,1,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1725_0,Bhakti Shakti To Katraj,,0,,4811,,,42/10,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0805_0,Bhakti Shakti To Katraj,,0,,4811,,,42/5,2,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1550_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/5,5,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0820_0,Katraj To Bhakti Shakti,,0,,4810,,,42/12,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0900_0,Katraj To Bhakti Shakti,,0,,4810,,,42/14,1,1,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-2050_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/3,11,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1555_0,Katraj To Bhakti Shakti,,0,,4810,,,42/11,3,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1240_0,Katraj To Bhakti Shakti,,0,,4810,,,42/13,3,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0925_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/5,1,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1035_0,Katraj To Bhakti Shakti,,0,,4810,,,42/6,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1130_0,Bhakti Shakti To Katraj,,0,,4811,,,42/2,4,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1255_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/3,6,6,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2115_0,Bhakti Shakti To Katraj,,0,,4811,,,42/8,8,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0745_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/2,3,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1825_0,Katraj To Bhakti Shakti,,0,,4810,,,42/5,7,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0900_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/2,4,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0500_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/1,1,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0945_0,Katraj To Bhakti Shakti,,0,,4810,,,42/2,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0755_0,Bhakti Shakti To Katraj,,0,,4811,,,42/4,2,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0730_0,Bhakti Shakti To Katraj,,0,,4811,,,42/2,2,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1500_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/1,8,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1230_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/2,6,6,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1325_0,Bhakti Shakti To Katraj,,0,,4811,,,42/10,4,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0600_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/1,2,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1820_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/2,10,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0815_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/3,3,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1555_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/3,8,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-2010_0,Katraj To Bhakti Shakti,,0,,4810,,,42/12,7,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1045_0,Bhakti Shakti To Katraj,,0,,4811,,,42/14,2,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1300_0,Bhakti Shakti To Katraj,,0,,4811,,,42/8,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0740_0,Bhakti Shakti To Katraj,,0,,4811,,,42/3,2,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1005_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/4,4,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1415_0,Katraj To Bhakti Shakti,,0,,4810,,,42/4,5,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1140_0,Bhakti Shakti To Katraj,,0,,4811,,,42/3,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1320_0,Katraj To Bhakti Shakti,,0,,4810,,,42/15,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2310_0,Bhakti Shakti To Katraj,,0,,4811,,,42/15,8,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0700_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/3,2,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0730_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/4,2,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-2000_0,Katraj To Bhakti Shakti,,0,,4810,,,42/17,8,4,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1515_0,Katraj To Bhakti Shakti,,0,,4810,,,42/8,5,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0915_0,Katraj To Bhakti Shakti,,0,,4810,,,42/15,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1800_0,Katraj To Bhakti Shakti,,0,,4810,,,42/3,7,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1740_0,Bhakti Shakti To Katraj,,0,,4811,,,42/11,4,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1350_0,Bhakti Shakti To Katraj,,0,,4811,,,42/17,5,1,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0630_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/2,2,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2330_0,Bhakti Shakti To Katraj,,0,,4811,,,42/2,8,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1520_0,Bhakti Shakti To Katraj,,0,,4811,,,42/1,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0545_0,Bhakti Shakti To Katraj,,0,,4811,,,42/16,1,1,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1130_0,Katraj To Bhakti Shakti,,0,,4810,,,42/16,4,4,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1555_0,Bhakti Shakti To Katraj,,0,,4811,,,42/4,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0840_0,Katraj To Bhakti Shakti,,0,,4810,,,42/13,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1155_0,Bhakti Shakti To Katraj,,0,,4811,,,42/4,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1755_0,Bhakti Shakti To Katraj,,0,,4811,,,42/12,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0715_0,Bhakti Shakti To Katraj,,0,,4811,,,42/1,2,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1515_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/4,7,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1945_0,Bhakti Shakti To Katraj,,0,,4811,,,42/3,8,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1030_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/2,5,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1405_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/5,4,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1115_0,Bhakti Shakti To Katraj,,0,,4811,,,42/1,4,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1200_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/1,6,6,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0830_0,Katraj To Bhakti Shakti,,0,,4810,,,42/17,2,2,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0830_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/1,4,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-2125_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/4,11,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1610_0,Bhakti Shakti To Katraj,,0,,4811,,,42/5,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2050_0,Bhakti Shakti To Katraj,,0,,4811,,,42/7,8,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1040_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/5,2,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2000_0,Bhakti Shakti To Katraj,,0,,4811,,,42/4,8,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1405_0,Bhakti Shakti To Katraj,,0,,4811,,,42/12,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2135_0,Bhakti Shakti To Katraj,,0,,4811,,,42/10,8,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0630_0,Bhakti Shakti To Katraj,,0,,4811,,,42/17,1,1,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0935_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/3,4,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0545_0,Katraj To Bhakti Shakti,,0,,4810,,,42/2,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1655_0,Bhakti Shakti To Katraj,,0,,4811,,,42/7,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1400_0,Katraj To Bhakti Shakti,,0,,4810,,,42/3,5,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1145_0,Katraj To Bhakti Shakti,,0,,4810,,,42/10,3,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1135_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/4,5,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2225_0,Bhakti Shakti To Katraj,,0,,4811,,,42/13,8,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0905_0,Bhakti Shakti To Katraj,,0,,4811,,,42/9,2,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0955_0,Katraj To Bhakti Shakti,,0,,4810,,,42/3,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1815_0,Bhakti Shakti To Katraj,,0,,4811,,,42/13,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0930_0,Katraj To Bhakti Shakti,,0,,4810,,,42/1,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1425_0,Katraj To Bhakti Shakti,,0,,4810,,,42/5,5,1,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1630_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/4,8,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-2035_0,Katraj To Bhakti Shakti,,0,,4810,,,42/13,7,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1425_0,Bhakti Shakti To Katraj,,0,,4811,,,42/13,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-2100_0,Katraj To Bhakti Shakti,,0,,4810,,,42/14,7,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1720_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/3,9,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0600_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/3,1,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1705_0,Bhakti Shakti To Katraj,,0,,4811,,,42/8,6,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0635_0,Katraj To Bhakti Shakti,,0,,4810,,,42/6,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1720_0,Katraj To Bhakti Shakti,,0,,4810,,,42/15,5,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1845_0,Bhakti Shakti To Katraj,,0,,4811,,,42/14,6,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1950_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/1,11,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1505_0,Bhakti Shakti To Katraj,,0,,4811,,,42/15,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1815_0,Katraj To Bhakti Shakti,,0,,4810,,,42/4,7,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1530_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/2,8,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-2130_0,Katraj To Bhakti Shakti,,0,,4810,,,42/15,7,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0530_0,Katraj To Bhakti Shakti,,0,,4810,,,42/1,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0800_0,Katraj To Bhakti Shakti,,0,,4810,,,42/11,1,1,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-2000_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/5,8,4,366 - Pune Station To Bhakti Shakti (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1055_0,Katraj To Bhakti Shakti,,0,,4810,,,42/7,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0915_0,Bhakti Shakti To Katraj,,0,,4811,,,42/16,3,3,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0730_0,Katraj To Bhakti Shakti,,0,,4810,,,42/16,2,2,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1500_0,Katraj To Bhakti Shakti,,0,,4810,,,42/7,5,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2030_0,Bhakti Shakti To Katraj,,0,,4811,,,42/6,8,4,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1100_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/3,5,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1115_0,Katraj To Bhakti Shakti,,0,,4810,,,42/8,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1545_0,Bhakti Shakti To Katraj,,0,,4811,,,42/3,6,2,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-1715_0,Pune Station To Bhakti Shakti (Via Yerwada),,0,,4794,,,366/5,6,2,366 - Pune Station To Bhakti Shakti (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1210_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/5,3,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1100_0,Bhakti Shakti To Katraj,,0,,4811,,,42/15,2,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1225_0,Katraj To Bhakti Shakti,,0,,4810,,,42/12,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1750_0,Katraj To Bhakti Shakti,,0,,4810,,,42/2,5,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-0720_0,Katraj To Bhakti Shakti,,0,,4810,,,42/9,1,1,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-2200_0,Katraj To Bhakti Shakti,,0,,4810,,,42/2,7,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0630_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/4,1,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1300_0,Katraj To Bhakti Shakti,,0,,4810,,,42/14,3,3,42 - Katraj To Bhakti Shakti
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-2020_0,Bhakti Shakti To Katraj,,0,,4811,,,42/16,7,3,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1240_0,Bhakti Shakti To Katraj,,0,,4811,,,42/7,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1030_0,Bhakti Shakti To Katraj,,0,,4811,,,42/17,3,3,42 - Bhakti Shakti To Katraj
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1620_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/1,9,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-0820_0,Bhakti Shakti To Katraj,,0,,4811,,,42/6,2,2,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1535_0,Katraj To Bhakti Shakti,,0,,4810,,,42/17,6,2,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1000_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/1,5,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-2020_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/2,11,5,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1530_0,Katraj To Bhakti Shakti,,0,,4810,,,42/9,3,1,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-1410_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/2,7,1,366 - Bhakti Shakti To Pune Station (Via Yerwada)
42,1,NORMAL_42_Bhakti Shakti To Katraj_Down-1220_0,Bhakti Shakti To Katraj,,0,,4811,,,42/6,4,4,42 - Bhakti Shakti To Katraj
42,1,NORMAL_42_Katraj To Bhakti Shakti_Up-1945_0,Katraj To Bhakti Shakti,,0,,4810,,,42/10,7,3,42 - Katraj To Bhakti Shakti
366,1,NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0850_0,Bhakti Shakti To Pune Station (Via Yerwada),,0,,4795,,,366/4,3,3,366 - Bhakti Shakti To Pune Station (Via Yerwada)
