route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name
365_51,1,NORMAL_365_Hinjawadi Maan Phase 3 To Vadgaon Mawal_Up-1650_0,Hinjawadi Maan Phase 3 To Vadgaon Mawal,,1,,4448,,,365/2,9,3,365_51 - Hinjawadi Maan Phase 3 To Vadgaon Mawal
365_51,1,NORMAL_365_Vadgaon Mawal To Hinjawadi Maan Phase 3_Down-1830_0,Vadgaon Mawal To Hinjawadi Maan Phase 3,,1,,4447,,,365/2,10,4,365_51 - Vadgaon Mawal To Hinjawadi Maan Phase 3
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-0930_0,Sinhgad Collage To Katraj,,1,,4851,,,214/1,6,6,214 - Sinhgad Collage To Katraj
305,1,NORMAL_305_Nigdi To Vadgaon Mawal_Up-0610_0,Nigdi To Vadgaon Mawal,,0,,4017,,,365/3,1,1,305 - Nigdi To Vadgaon Mawal
365_51,1,NORMAL_365_Vadgaon Mawal To Hinjawadi Maan Phase 3_Down-0710_0,Vadgaon Mawal To Hinjawadi Maan Phase 3,,1,,4447,,,365/3,2,2,365_51 - Vadgaon Mawal To Hinjawadi Maan Phase 3
365_51,1,NORMAL_365_Hinjawadi Maan Phase 3 To Vadgaon Mawal_Up-0845_0,Hinjawadi Maan Phase 3 To Vadgaon Mawal,,1,,4448,,,365/3,3,3,365_51 - Hinjawadi Maan Phase 3 To Vadgaon Mawal
365_51,1,NORMAL_365_Vadgaon Mawal To Hinjawadi Maan Phase 3_Down-1020_0,Vadgaon Mawal To Hinjawadi Maan Phase 3,,1,,4447,,,365/3,4,4,365_51 - Vadgaon Mawal To Hinjawadi Maan Phase 3
365_51,1,NORMAL_365_Hinjawadi Maan Phase 3 To Vadgaon Mawal_Up-1230_0,Hinjawadi Maan Phase 3 To Vadgaon Mawal,,1,,4448,,,365/3,5,5,365_51 - Hinjawadi Maan Phase 3 To Vadgaon Mawal
305,1,NORMAL_305_Vadgaon Mawal To Nigdi_Down-1410_0,Vadgaon Mawal To Nigdi,,0,,4018,,,365/3,6,6,305 - Vadgaon Mawal To Nigdi
305,1,NORMAL_305_Nigdi To Vadgaon Mawal_Up-1525_0,Nigdi To Vadgaon Mawal,,0,,4017,,,365/3,7,1,305 - Nigdi To Vadgaon Mawal
365_51,1,NORMAL_365_Vadgaon Mawal To Hinjawadi Maan Phase 3_Down-1625_0,Vadgaon Mawal To Hinjawadi Maan Phase 3,,1,,4447,,,365/3,8,2,365_51 - Vadgaon Mawal To Hinjawadi Maan Phase 3
365_51,1,NORMAL_365_Hinjawadi Maan Phase 3 To Vadgaon Mawal_Up-1800_0,Hinjawadi Maan Phase 3 To Vadgaon Mawal,,1,,4448,,,365/3,9,3,365_51 - Hinjawadi Maan Phase 3 To Vadgaon Mawal
365_51,1,NORMAL_365_Vadgaon Mawal To Hinjawadi Maan Phase 3_Down-1945_0,Vadgaon Mawal To Hinjawadi Maan Phase 3,,1,,4447,,,365/3,10,4,365_51 - Vadgaon Mawal To Hinjawadi Maan Phase 3
372,1,NORMAL_372_Hinjawadi Maan Phase 3 To Bhakti Shakti_Down-2150_1,Hinjawadi Maan Phase 3 To Bhakti Shakti,,0,,4904,,,365/3,11,5,372 - Hinjawadi Maan Phase 3 To Bhakti Shakti
VJR4,1,NORMAL_VJR4_Vishrantwadi To Kothrud Depot_Down-1250_0,Vishrantwadi To Kothrud Depot,,0,,3304,,,VJR4/8,6,6,VJR4 - Vishrantwadi To Kothrud Depot
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0545_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,1,1,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0640_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,2,2,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0740_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,3,3,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0840_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,4,4,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0945_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,5,5,10 - Swargate To Keshavnagar
VJR4,1,NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-1140_0,Kothrud Depot To Vishrantwadi,,0,,3302,,,VJR4/9,5,5,VJR4 - Kothrud Depot To Vishrantwadi
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1050_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,6,6,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1225_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,7,7,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1325_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,8,8,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1435_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,9,1,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1535_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,10,2,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1645_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,11,3,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1800_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,12,4,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1945_0,Swargate To Keshavnagar,,0,,3380,,,10-Jan,13,5,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-2100_0,Keshavnagar To Swargate,,0,,3381,,,10-Jan,14,6,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0620_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,1,1,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0715_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,2,2,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0815_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,3,3,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0915_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,4,4,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1020_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,5,5,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1120_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,6,6,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1300_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,7,7,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1400_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,8,8,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1515_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,9,1,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1620_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,10,2,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1735_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,11,3,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1850_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,12,4,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-2035_0,Swargate To Keshavnagar,,0,,3380,,,10-Feb,13,5,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-2145_0,Keshavnagar To Swargate,,0,,3381,,,10-Feb,14,6,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0655_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,1,1,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0750_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,2,2,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-0850_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,3,3,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-0955_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,4,4,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1100_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,5,5,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1200_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,6,6,10 - Keshavnagar To Swargate
VJR4,1,NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-1150_0,Kothrud Depot To Vishrantwadi,,0,,3302,,,VJR4/10,5,5,VJR4 - Kothrud Depot To Vishrantwadi
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1335_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,7,7,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1435_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,8,8,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1555_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,9,1,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1705_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,10,2,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-1820_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,11,3,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-1940_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,12,4,10 - Keshavnagar To Swargate
10,1,NORMAL_10_Swargate To Keshavnagar_Up-2120_0,Swargate To Keshavnagar,,0,,3380,,,10-Mar,13,5,10 - Swargate To Keshavnagar
10,1,NORMAL_10_Keshavnagar To Swargate_Down-2235_0,Keshavnagar To Swargate,,0,,3381,,,10-Mar,14,6,10 - Keshavnagar To Swargate
VJR4,1,NORMAL_VJR4_Vishrantwadi To Kothrud Depot_Down-1320_0,Vishrantwadi To Kothrud Depot,,0,,3304,,,VJR4/11,6,6,VJR4 - Vishrantwadi To Kothrud Depot
VJR4,1,NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-1210_0,Kothrud Depot To Vishrantwadi,,0,,3302,,,VJR4/12,5,5,VJR4 - Kothrud Depot To Vishrantwadi
158,1,NORMAL_158_Ma Na Pa To Lohgaon_Up-0800_0,Ma Na Pa To Lohgaon,,0,,3884,,,158/6,3,3,158 - Ma Na Pa To Lohgaon
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-1000_0,Katraj To Sinhgad Collage,,1,,4850,,,214/1,7,7,214 - Katraj To Sinhgad Collage
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-1030_0,Sinhgad Collage To Katraj,,1,,4851,,,214/1,8,8,214 - Sinhgad Collage To Katraj
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-1100_0,Katraj To Sinhgad Collage,,1,,4850,,,214/1,9,9,214 - Katraj To Sinhgad Collage
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-1130_0,Sinhgad Collage To Katraj,,1,,4851,,,214/1,10,10,214 - Sinhgad Collage To Katraj
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-1515_0,Katraj To Sinhgad Collage,,1,,4850,,,214/1,11,1,214 - Katraj To Sinhgad Collage
VJR4,1,NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-1220_0,Kothrud Depot To Vishrantwadi,,0,,3302,,,VJR4/13,5,5,VJR4 - Kothrud Depot To Vishrantwadi
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-1000_0,Sinhgad Collage To Katraj,,1,,4851,,,214/2,6,6,214 - Sinhgad Collage To Katraj
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-1030_0,Katraj To Sinhgad Collage,,1,,4850,,,214/2,7,7,214 - Katraj To Sinhgad Collage
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-1100_0,Sinhgad Collage To Katraj,,1,,4851,,,214/2,8,8,214 - Sinhgad Collage To Katraj
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-1130_0,Katraj To Sinhgad Collage,,1,,4850,,,214/2,9,9,214 - Katraj To Sinhgad Collage
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-1200_0,Sinhgad Collage To Katraj,,1,,4851,,,214/2,10,10,214 - Sinhgad Collage To Katraj
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-1545_0,Katraj To Sinhgad Collage,,1,,4850,,,214/2,11,1,214 - Katraj To Sinhgad Collage
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0530_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/1,1,1,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0550_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/2,1,1,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0610_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/3,1,1,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0625_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/4,1,1,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0640_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/5,1,1,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Manapa To Wadgaonsheri via Shubham_UP-0655_0,Manapa To Wadgaonsheri via Shubham,,0,,4121,,,132/6,1,1,132 - Manapa To Wadgaonsheri via Shubham
158,1,NORMAL_158_Lohgaon To Ma Na Pa_Down-0850_0,Lohgaon To Ma Na Pa,,0,,3885,,,158/6,4,4,158 - Lohgaon To Ma Na Pa
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0710_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/1,3,3,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0730_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/2,3,3,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0750_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/3,3,3,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0805_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/4,3,3,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0820_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/5,3,3,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Manapa To Wadgaonsheri via Shubham_UP-0835_0,Manapa To Wadgaonsheri via Shubham,,0,,4121,,,132/6,3,3,132 - Manapa To Wadgaonsheri via Shubham
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0850_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/1,5,5,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0910_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/2,5,5,132 - Ma Na Pa To Shubham Society Nagar Road
132,1,NORMAL_132_Ma Na Pa To Shubham Society Nagar Road_UP-0930_0,Ma Na Pa To Shubham Society Nagar Road,,0,,3173,,,132/3,5,5,132 - Ma Na Pa To Shubham Society Nagar Road
2H,1,NORMAL_2H_Sachchai Mata Mandir To Shivajinagar_Down-1635_0,Sachchai Mata Mandir To Shivajinagar,,0,,3498,,,02-Dec,8,2,2H - Sachchai Mata Mandir To Shivajinagar
2H,1,NORMAL_2H_Shivajinagar To Sachchai Mata Mandir_Up-1740_0,Shivajinagar To Sachchai Mata Mandir,,0,,3497,,,02-Dec,9,3,2H - Shivajinagar To Sachchai Mata Mandir
2H,1,NORMAL_2H_Sachchai Mata Mandir To Shivajinagar_Down-1840_0,Sachchai Mata Mandir To Shivajinagar,,0,,3498,,,02-Dec,10,4,2H - Sachchai Mata Mandir To Shivajinagar
2,1,NORMAL_2_Shivajinagar To Katraj_Down-1940_0,Shivajinagar To Katraj,,0,,3443,,,02-Dec,11,5,2 - Shivajinagar To Katraj
49,1,NORMAL_49_Khanapur To Pune Station_Down-0600_0,Khanapur To Pune Station,,0,,3561,,,49/1,1,1,49 - Khanapur To Pune Station
49,1,NORMAL_49_Pune Station To Khanapur_Up-0715_0,Pune Station To Khanapur,,0,,3558,,,49/1,2,2,49 - Pune Station To Khanapur
49,1,NORMAL_49_Khanapur To Pune Station_Down-0835_0,Khanapur To Pune Station,,0,,3561,,,49/1,3,3,49 - Khanapur To Pune Station
49,1,NORMAL_49_Pune Station To Khanapur_Up-1015_0,Pune Station To Khanapur,,0,,3558,,,49/1,4,4,49 - Pune Station To Khanapur
49,1,NORMAL_49_Khanapur To Pune Station_Down-1215_0,Khanapur To Pune Station,,0,,3561,,,49/1,5,5,49 - Khanapur To Pune Station
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-1920_0,Theur To Hadapsar Gadital,,0,,3888,,,183/1,18,8,183 - Theur To Hadapsar Gadital
5,1,NORMAL_5_Swargate To Pune Station_Up-1430_1,Swargate To Pune Station,,0,,3388,,,49/1,7,2,5 - Swargate To Pune Station
49,1,NORMAL_49_Pune Station To Khanapur_Up-1515_0,Pune Station To Khanapur,,0,,3558,,,49/1,8,3,49 - Pune Station To Khanapur
49,1,NORMAL_49_Khanapur To Pune Station_Down-1700_0,Khanapur To Pune Station,,0,,3561,,,49/1,9,4,49 - Khanapur To Pune Station
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-2035_0,Hadapsar Gadital To Theur,,0,,3672,,,183/1,19,9,183 - Hadapsar Gadital To Theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-2120_0,Theur To Hadapsar Gadital,,0,,3888,,,183/1,20,10,183 - Theur To Hadapsar Gadital
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-0555_0,Hadapsar Gadital To Theur,,0,,3672,,,183/2,1,1,183 - Hadapsar Gadital To Theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-0640_0,Theur To Hadapsar Gadital,,0,,3888,,,183/2,2,2,183 - Theur To Hadapsar Gadital
183,1,NORMAL_183_Hadapsar Gadital To Kolawadi Via Theur_Up-0720_0,Hadapsar Gadital To Kolawadi Via Theur,,1,,5014,,,183/2,3,3,183 - Hadapsar Gadital To Kolawadi Via Theur
183,1,NORMAL_183_Kolawadi To Hadapsar Gadital Via Theur_Down-0810_0,Kolawadi To Hadapsar Gadital Via Theur,,1,,5015,,,183/2,4,4,183 - Kolawadi To Hadapsar Gadital Via Theur
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-0900_0,Hadapsar Gadital To Theur,,0,,3672,,,183/2,5,5,183 - Hadapsar Gadital To Theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-0950_0,Theur To Hadapsar Gadital,,0,,3888,,,183/2,6,6,183 - Theur To Hadapsar Gadital
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-1040_0,Hadapsar Gadital To Theur,,0,,3672,,,183/2,7,7,183 - Hadapsar Gadital To Theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-1125_0,Theur To Hadapsar Gadital,,0,,3888,,,183/2,8,8,183 - Theur To Hadapsar Gadital
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-1240_0,Hadapsar Gadital To Theur,,0,,3672,,,183/2,9,9,183 - Hadapsar Gadital To Theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-1325_0,Theur To Hadapsar Gadital,,0,,3888,,,183/2,10,10,183 - Theur To Hadapsar Gadital
183,1,NORMAL_183_Hadapsar Gadital To Theur_Up-1415_0,Hadapsar Gadital To Theur,,0,,3672,,,183/2,11,1,183 - Hadapsar Gadital To Theur
183,1,NORMAL_183_Theur To Hadapsar Gadital_Down-1500_0,Theur To Hadapsar Gadital,,0,,3888,,,183/2,12,2,183 - Theur To Hadapsar Gadital
183,1,NORMAL_183_Hadapsar Gadital To Kolawadi Via Theur_Up-1545_0,Hadapsar Gadital To Kolawadi Via Theur,,1,,5014,,,183/2,13,3,183 - Hadapsar Gadital To Kolawadi Via Theur
49,1,NORMAL_49_Pune Station To Khanapur_Up-1850_0,Pune Station To Khanapur,,0,,3558,,,49/1,10,5,49 - Pune Station To Khanapur
145A,1,NORMAL_145A_Pune Station To D2 Circle_Up-0530_0,Pune Station To D2 Circle,,0,,3750,,,145/1,1,1,145A - Pune Station To D2 Circle
145A,1,NORMAL_145A_D2 Circle To Pune Station_Down-0640_0,D2 Circle To Pune Station,,0,,3751,,,145/1,2,2,145A - D2 Circle To Pune Station
145A,1,NORMAL_145A_Pune Station To D2 Circle_Up-0800_0,Pune Station To D2 Circle,,0,,3750,,,145/1,3,3,145A - Pune Station To D2 Circle
145A,1,NORMAL_145A_D2 Circle To Pune Station_Down-0920_0,D2 Circle To Pune Station,,0,,3751,,,145/1,4,4,145A - D2 Circle To Pune Station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-1120_0,Pune Station To NDA Gol Market,,0,,3572,,,145/1,5,5,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-1230_0,NDA Golmarket To Pune Station,,0,,3573,,,145/1,6,6,145 - NDA Golmarket To Pune Station
145A,1,NORMAL_145A_Pune Station To D2 Circle_Up-1400_0,Pune Station To D2 Circle,,0,,3750,,,145/1,7,1,145A - Pune Station To D2 Circle
145A,1,NORMAL_145A_D2 Circle To Pune Station_Down-1520_0,D2 Circle To Pune Station,,0,,3751,,,145/1,8,2,145A - D2 Circle To Pune Station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-1645_0,Pune Station To NDA Gol Market,,0,,3572,,,145/1,9,3,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-1810_0,NDA Golmarket To Pune Station,,0,,3573,,,145/1,10,4,145 - NDA Golmarket To Pune Station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-2010_0,Pune Station To NDA Gol Market,,0,,3572,,,145/1,11,5,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-2130_0,NDA Golmarket To Pune Station,,0,,3573,,,145/1,12,6,145 - NDA Golmarket To Pune Station
145A,1,NORMAL_145A_Pune Station To D2 Circle_Up-0650_0,Pune Station To D2 Circle,,0,,3750,,,145/2,1,1,145A - Pune Station To D2 Circle
145A,1,NORMAL_145A_D2 Circle To Pune Station_Down-0800_0,D2 Circle To Pune Station,,0,,3751,,,145/2,2,2,145A - D2 Circle To Pune Station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-0920_0,Pune Station To NDA Gol Market,,0,,3572,,,145/2,3,3,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-1030_0,NDA Golmarket To Pune Station,,0,,3573,,,145/2,4,4,145 - NDA Golmarket To Pune Station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-1230_0,Pune Station To NDA Gol Market,,0,,3572,,,145/2,5,5,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-1345_0,NDA Golmarket To Pune Station,,0,,3573,,,145/2,6,6,145 - NDA Golmarket To Pune Station
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-1510_0,Pune Station To NDA Gol Market,,0,,3572,,,145/2,7,1,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-1625_0,NDA Golmarket To Pune Station,,0,,3573,,,145/2,8,2,145 - NDA Golmarket To Pune Station
145A,1,NORMAL_145A_Pune Station To D2 Circle_Up-1745_0,Pune Station To D2 Circle,,0,,3750,,,145/2,9,3,145A - Pune Station To D2 Circle
145A,1,NORMAL_145A_D2 Circle To Pune Station_Down-1915_0,D2 Circle To Pune Station,,0,,3751,,,145/2,10,4,145A - D2 Circle To Pune Station
158,1,NORMAL_158_Ma Na Pa To Lohgaon_Up-0950_0,Ma Na Pa To Lohgaon,,0,,3884,,,158/6,5,5,158 - Ma Na Pa To Lohgaon
145,1,NORMAL_145_Pune Station To NDA Gol Market_Up-2115_0,Pune Station To NDA Gol Market,,0,,3572,,,145/2,11,5,145 - Pune Station To NDA Gol Market
145,1,NORMAL_145_NDA Golmarket To Pune Station_Down-2235_0,NDA Golmarket To Pune Station,,0,,3573,,,145/2,12,6,145 - NDA Golmarket To Pune Station
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0445_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/1,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0455_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/2,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0505_1,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/3,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0515_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/4,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0525_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/5,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0535_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/6,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
VJR2_49,1,NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0545_0,Warje Malwadi To Kesnand Phata,,0,,3357,,,VJR 2/7,1,1,VJR2_49 - Warje Malwadi To Kesnand Phata
167,1,NORMAL_167_Kesnand Phata To Hadapsar Gadital_Down-0820_0,Kesnand Phata To Hadapsar Gadital,,0,,4627,,,167/3,4,4,167 - Kesnand Phata To Hadapsar Gadital
